Episode,Step,Curr_Roll,Curr_Pitch,Curr_Yaw,Tgt_Roll,Tgt_Pitch,Act_Throttle,Act_PitchRate,Act_RollRate,Act_YawRate
0,63,0.43994264245033265,-0.022722024470567703,0.411312954136598,0.0,0.05,-0.042688243,-0.18698286,1.0,-0.8414744
0,64,0.4752093088626862,-0.07126180827617645,0.4531971068324318,0.0,0.05,0.08563369,-0.6857759,0.5790389,0.7980209
0,65,0.4752093088626862,-0.07126180827617645,0.4531971068324318,0.0,0.05,-1.0,-1.0,0.6145772,1.0
0,66,0.4752093088626862,-0.07126180827617645,0.4531971068324318,0.0,0.05,0.35670233,0.039678186,-0.67564195,-0.47125125
0,67,0.4752093088626862,-0.07126180827617645,0.4531971068324318,0.0,0.05,-1.0,0.05117792,0.21938302,-0.3191299
0,68,0.5200723445415497,-0.11414895951747894,0.4803933741320054,0.0,0.05,-1.0,-1.0,-1.0,0.50157857
0,69,0.5200723445415497,-0.11414895951747894,0.4803933741320054,0.0,0.05,-1.0,0.7289004,0.79572594,0.2997946
0,70,0.5200723445415497,-0.11414895951747894,0.4803933741320054,0.0,0.05,-0.6123723,-1.0,0.20441534,0.7220696
0,71,0.5200723445415497,-0.11414895951747894,0.4803933741320054,0.0,0.05,0.19497229,-0.11450994,1.0,0.4525217
0,72,0.5200723445415497,-0.11414895951747894,0.4803933741320054,0.0,0.05,0.20939901,1.0,-0.36461288,-1.0
0,73,0.5180203846096992,-0.1549425721168518,0.5171413142918097,0.0,0.05,0.63174427,-0.8469207,-0.6542091,-0.49408486
0,74,0.5180203846096992,-0.1549425721168518,0.5171413142918097,0.0,0.05,1.0,-0.4344334,-0.97593296,1.0
0,75,0.5180203846096992,-0.1549425721168518,0.5171413142918097,0.0,0.05,-0.41246945,-0.6420984,-0.6223659,1.0
0,76,0.5180203846096992,-0.1549425721168518,0.5171413142918097,0.0,0.05,-0.32331598,-0.49762398,0.8421207,-1.0
0,77,0.49547423213720326,-0.18255509436130524,0.5508756111443404,0.0,0.05,0.3945125,-1.0,-0.41845393,-0.35267526
0,78,0.49547423213720326,-0.18255509436130524,0.5508756111443404,0.0,0.05,0.39538488,-1.0,-1.0,-1.0
0,79,0.49547423213720326,-0.18255509436130524,0.5508756111443404,0.0,0.05,-0.105936095,0.8358854,-1.0,0.009578854
0,80,0.49547423213720326,-0.18255509436130524,0.5508756111443404,0.0,0.05,-0.72154367,-1.0,-1.0,-0.36205766
0,81,0.49547423213720326,-0.18255509436130524,0.5508756111443404,0.0,0.05,-1.0,-0.16475113,0.9849047,0.24569282
0,82,0.4230874678492546,-0.23831218481063843,0.577827841080617,0.0,0.05,1.0,1.0,1.0,1.0
0,83,0.4230874678492546,-0.23831218481063843,0.577827841080617,0.0,0.05,-0.42027843,0.0045120716,0.09237596,0.6987853
0,84,0.4230874678492546,-0.23831218481063843,0.577827841080617,0.0,0.05,0.11313634,-0.58924073,0.26337755,-0.9142474
0,85,0.4230874678492546,-0.23831218481063843,0.577827841080617,0.0,0.05,0.49540347,0.25711176,-1.0,0.23700967
0,86,0.41586819976568223,-0.25204211473464966,0.6125700504870799,0.0,0.05,-0.63016266,-1.0,-0.072286144,0.6227339
0,87,0.41586819976568223,-0.25204211473464966,0.6125700504870799,0.0,0.05,-0.51252425,-0.50721365,-0.23516229,-1.0
0,88,0.41586819976568223,-0.25204211473464966,0.6125700504870799,0.0,0.05,-0.63815325,-0.96128356,0.9783227,-1.0
0,89,0.41586819976568223,-0.25204211473464966,0.6125700504870799,0.0,0.05,-0.35034922,-0.5848665,-0.4009074,0.28575295
0,90,0.41586819976568223,-0.25204211473464966,0.6125700504870799,0.0,0.05,0.8148856,0.34806043,-1.0,-1.0
0,91,0.3952116471529007,-0.2991320490837097,0.6506786486542363,0.0,0.05,-0.09797411,-1.0,-0.34920716,-0.52759653
0,92,0.3952116471529007,-0.2991320490837097,0.6506786486542363,0.0,0.05,1.0,1.0,1.0,-0.4458684
0,93,0.3952116471529007,-0.2991320490837097,0.6506786486542363,0.0,0.05,-0.8582325,-1.0,-0.4866881,-0.607669
0,94,0.3952116471529007,-0.2991320490837097,0.6506786486542363,0.0,0.05,-1.0,-1.0,0.10609871,-0.38618714
0,95,0.36242544025182727,-0.3205191493034363,0.6806111307657197,0.0,0.05,-1.0,-0.8620127,-0.18315423,-1.0
0,96,0.36242544025182727,-0.3205191493034363,0.6806111307657197,0.0,0.05,-1.0,-1.0,-0.7715775,0.8410338
0,97,0.36242544025182727,-0.3205191493034363,0.6806111307657197,0.0,0.05,1.0,0.07175684,-1.0,1.0
0,98,0.36242544025182727,-0.3205191493034363,0.6806111307657197,0.0,0.05,-1.0,-0.1556511,1.0,-0.27262688
0,99,0.32458323776721953,-0.3667171001434326,0.6906462031556637,0.0,0.05,-0.2018058,-1.0,1.0,-0.965683
0,100,0.32458323776721953,-0.3667171001434326,0.6906462031556637,0.0,0.05,-0.15860191,-0.08060032,-0.86583126,-0.40828517
0,101,0.32458323776721953,-0.3667171001434326,0.6906462031556637,0.0,0.05,-0.15689114,-0.5714461,-1.0,-0.7032631
0,102,0.32458323776721953,-0.3667171001434326,0.6906462031556637,0.0,0.05,0.79264665,0.74175566,-1.0,-0.47298628
0,103,0.32458323776721953,-0.3667171001434326,0.6906462031556637,0.0,0.05,0.79536676,-0.14260355,0.6057997,0.46204206
0,104,0.28856739893555644,-0.39285776019096375,0.7058946979965124,0.0,0.05,0.77589256,-1.0,1.0,0.9229516
0,105,0.28856739893555644,-0.39285776019096375,0.7058946979965124,0.0,0.05,-0.9679625,-0.31282875,0.43739808,-0.7324139
0,106,0.28856739893555644,-0.39285776019096375,0.7058946979965124,0.0,0.05,0.20456246,0.10855204,1.0,1.0
0,107,0.28856739893555644,-0.39285776019096375,0.7058946979965124,0.0,0.05,0.6538026,-1.0,0.74942076,0.9139296
0,108,0.30012839525938034,-0.4038375914096832,0.7245172571882398,0.0,0.05,-1.0,-0.88459325,0.7895521,0.70767915
0,109,0.30012839525938034,-0.4038375914096832,0.7245172571882398,0.0,0.05,-1.0,0.041365802,0.9223972,0.49237612
0,110,0.30012839525938034,-0.4038375914096832,0.7245172571882398,0.0,0.05,1.0,-1.0,-0.24792746,1.0
0,111,0.30012839525938034,-0.4038375914096832,0.7245172571882398,0.0,0.05,-0.78528124,-0.044923365,0.3838156,1.0
0,112,0.30012839525938034,-0.4038375914096832,0.7245172571882398,0.0,0.05,-0.1457217,0.7532986,-1.0,1.0
0,113,0.38830051228404044,-0.4483136832714081,0.7624305653264806,0.0,0.05,0.15517826,-1.0,0.16162588,-1.0
0,114,0.38830051228404044,-0.4483136832714081,0.7624305653264806,0.0,0.05,0.022179477,0.39783433,0.48253286,0.26636308
0,115,0.38830051228404044,-0.4483136832714081,0.7624305653264806,0.0,0.05,0.11716829,-1.0,1.0,-1.0
0,116,0.38830051228404044,-0.4483136832714081,0.7624305653264806,0.0,0.05,0.9991541,-1.0,1.0,0.9867779
0,117,0.38594830319285395,-0.45648854970932007,0.7959326070528059,0.0,0.05,0.68987405,-1.0,0.29856563,0.43773934
0,118,0.38594830319285395,-0.45648854970932007,0.7959326070528059,0.0,0.05,0.29273075,0.32813364,0.18720396,-0.11187732
0,119,0.38594830319285395,-0.45648854970932007,0.7959326070528059,0.0,0.05,0.95459455,-0.78973794,1.0,-0.4451521
0,120,0.38594830319285395,-0.45648854970932007,0.7959326070528059,0.0,0.05,1.0,0.23455226,0.9454738,-0.20173755
0,121,0.38594830319285395,-0.45648854970932007,0.7959326070528059,0.0,0.05,0.63178706,-1.0,1.0,-1.0
0,122,0.4840581199526787,-0.4934593439102173,0.8034867467522832,0.0,0.05,0.94441754,-0.6678089,1.0,-0.8159965
0,123,0.4840581199526787,-0.4934593439102173,0.8034867467522832,0.0,0.05,0.058275275,-1.0,-0.3370291,-0.9832633
0,124,0.4840581199526787,-0.4934593439102173,0.8034867467522832,0.0,0.05,0.33087286,1.0,-0.48283935,1.0
0,125,0.4840581199526787,-0.4934593439102173,0.8034867467522832,0.0,0.05,-0.5195467,-0.6661602,0.6810347,-0.73322326
0,126,0.5660614666342736,-0.524066686630249,0.8176462166877286,0.0,0.05,1.0,-0.68226147,0.3194992,-1.0
0,127,0.5660614666342736,-0.524066686630249,0.8176462166877286,0.0,0.05,0.32958877,-0.40193313,-1.0,0.35607928
0,128,0.5660614666342736,-0.524066686630249,0.8176462166877286,0.0,0.05,-0.0990647,-0.046458095,-0.5349202,1.0
0,129,0.5660614666342736,-0.524066686630249,0.8176462166877286,0.0,0.05,0.05299135,-0.0099307,1.0,1.0
0,130,0.5660614666342736,-0.524066686630249,0.8176462166877286,0.0,0.05,0.19386223,0.060049385,0.30366394,-0.051351786
0,131,0.5458944272994996,-0.5306247472763062,0.8601731552974,0.0,0.05,1.0,-1.0,0.8590257,-1.0
0,132,0.5458944272994996,-0.5306247472763062,0.8601731552974,0.0,0.05,0.03336875,-1.0,-0.1791636,-0.3728462
0,133,0.5458944272994996,-0.5306247472763062,0.8601731552974,0.0,0.05,-0.05657646,-1.0,1.0,-1.0
0,134,0.5458944272994996,-0.5306247472763062,0.8601731552974,0.0,0.05,0.9698986,-1.0,-1.0,-1.0
0,135,0.5743792620301247,-0.5275141596794128,0.8978124474163172,0.0,0.05,1.0,-0.33287746,-0.26750672,-1.0
0,136,0.5743792620301247,-0.5275141596794128,0.8978124474163172,0.0,0.05,-0.57163024,0.66158783,0.314634,-0.66050655
0,137,0.5743792620301247,-0.5275141596794128,0.8978124474163172,0.0,0.05,-0.7695569,-0.5337694,-0.5457741,1.0
0,138,0.5743792620301247,-0.5275141596794128,0.8978124474163172,0.0,0.05,-0.65159106,-0.39039534,0.13859731,-0.95813286
0,139,0.5743792620301247,-0.5275141596794128,0.8978124474163172,0.0,0.05,0.12773654,-1.0,1.0,-0.076229244
0,140,0.5328178441524506,-0.5190295577049255,0.9579312393817737,0.0,0.05,1.0,-0.5471654,-0.573235,-0.62435627
0,141,0.5328178441524506,-0.5190295577049255,0.9579312393817737,0.0,0.05,-1.0,-1.0,-1.0,0.21041426
0,142,0.5328178441524506,-0.5190295577049255,0.9579312393817737,0.0,0.05,-0.029317409,-0.3812097,0.70110655,-0.28774062
0,143,0.5328178441524506,-0.5190295577049255,0.9579312393817737,0.0,0.05,0.21871637,0.070617676,-0.10413879,-0.4465214
0,144,0.5106807735562324,-0.5132379531860352,0.9985705847243266,0.0,0.05,1.0,-1.0,0.24562089,-0.3847437
0,145,0.5106807735562324,-0.5132379531860352,0.9985705847243266,0.0,0.05,-1.0,-0.15074971,0.22222383,0.46387035
0,146,0.5106807735562324,-0.5132379531860352,0.9985705847243266,0.0,0.05,0.26485795,-0.41980052,0.08177441,-0.9666422
0,147,0.5106807735562324,-0.5132379531860352,0.9985705847243266,0.0,0.05,1.0,0.5610579,1.0,-1.0
0,148,0.5106807735562324,-0.5132379531860352,0.9985705847243266,0.0,0.05,-0.57602113,0.47626072,-1.0,-0.12308167
0,149,0.5048522809147835,-0.5013859868049622,1.0451179069406533,0.0,0.05,-1.0,-0.21850027,0.92217505,-1.0
0,150,0.5048522809147835,-0.5013859868049622,1.0451179069406533,0.0,0.05,1.0,-0.4410795,0.71773523,-1.0
0,151,0.5048522809147835,-0.5013859868049622,1.0451179069406533,0.0,0.05,-1.0,-0.41607547,1.0,-1.0
0,152,0.5048522809147835,-0.5013859868049622,1.0451179069406533,0.0,0.05,0.92620134,-1.0,0.39326894,-0.63954103
0,153,0.5204045510292054,-0.4857051968574524,1.093622932067862,0.0,0.05,0.28652483,-0.24599999,0.3971423,1.0
0,154,0.5204045510292054,-0.4857051968574524,1.093622932067862,0.0,0.05,0.4875942,1.0,1.0,-1.0
0,155,0.5204045510292054,-0.4857051968574524,1.093622932067862,0.0,0.05,0.9152387,0.059292257,1.0,-1.0
0,156,0.5204045510292054,-0.4857051968574524,1.093622932067862,0.0,0.05,1.0,1.0,-0.46250147,-1.0
0,157,0.5204045510292054,-0.4857051968574524,1.093622932067862,0.0,0.05,-0.15490606,-0.43672428,0.24472766,-0.16929442
0,158,0.5938061359524727,-0.47037214040756226,1.1649311827806228,0.0,0.05,0.31701973,1.0,0.61689794,1.0
0,159,0.5938061359524727,-0.47037214040756226,1.1649311827806228,0.0,0.05,1.0,0.35969964,-0.58276296,-0.89454544
0,160,0.5938061359524727,-0.47037214040756226,1.1649311827806228,0.0,0.05,0.17241055,-1.0,1.0,-1.0
1,0,0.026773912832140923,0.5276311635971069,1.3922212881227063,0.0,0.05,1.0,0.46207854,-1.0,-1.0
1,1,0.028051436860114336,0.533142626285553,1.395856948792911,0.0,0.05,-0.18050595,-0.3360336,-0.54619133,-0.50354993
1,2,0.028051436860114336,0.533142626285553,1.395856948792911,0.0,0.05,0.35210213,1.0,-0.19205856,0.027617663
1,3,0.028051436860114336,0.533142626285553,1.395856948792911,0.0,0.05,1.0,0.21275115,1.0,-0.7016197
1,4,0.028051436860114336,0.533142626285553,1.395856948792911,0.0,0.05,0.15416002,-0.7152215,0.3645645,0.63875556
1,5,0.028051436860114336,0.533142626285553,1.395856948792911,0.0,0.05,-0.73415136,-1.0,1.0,0.5262183
1,6,0.004836243989411741,0.5144781470298767,1.3979393792989074,0.0,0.05,-1.0,0.29603666,1.0,-1.0
1,7,0.004836243989411741,0.5144781470298767,1.3979393792989074,0.0,0.05,1.0,-1.0,0.38614827,-0.7932403
1,8,0.004836243989411741,0.5144781470298767,1.3979393792989074,0.0,0.05,0.84939635,-1.0,-1.0,0.22127351
1,9,0.004836243989411741,0.5144781470298767,1.3979393792989074,0.0,0.05,-1.0,-1.0,1.0,-1.0
1,10,0.07747217886149883,0.46831899881362915,1.4017665559820898,0.0,0.05,1.0,-1.0,0.22833052,0.51801604
1,11,0.07747217886149883,0.46831899881362915,1.4017665559820898,0.0,0.05,-0.27909225,-1.0,-0.9720583,1.0
1,12,0.07747217886149883,0.46831899881362915,1.4017665559820898,0.0,0.05,1.0,1.0,-1.0,0.8079341
1,13,0.07747217886149883,0.46831899881362915,1.4017665559820898,0.0,0.05,-1.0,-1.0,1.0,-0.2592894
1,14,0.07747217886149883,0.46831899881362915,1.4017665559820898,0.0,0.05,1.0,-1.0,1.0,-1.0
1,15,0.08535943932831287,0.3971099555492401,1.4105051746975112,0.0,0.05,-0.6356271,-0.36613578,-1.0,0.16116145
1,16,0.08535943932831287,0.3971099555492401,1.4105051746975112,0.0,0.05,-1.0,0.70098466,0.30173963,0.57564723
1,17,0.08535943932831287,0.3971099555492401,1.4105051746975112,0.0,0.05,-0.3599616,-0.6885381,-1.0,-1.0
1,18,0.08535943932831287,0.3971099555492401,1.4105051746975112,0.0,0.05,0.22211528,1.0,0.62229466,-1.0
1,19,0.10065744280815125,0.35994818806648254,1.4181191281162078,0.0,0.05,-0.7177399,-1.0,0.51151323,-1.0
1,20,0.10065744280815125,0.35994818806648254,1.4181191281162078,0.0,0.05,-1.0,-1.0,0.85650414,-1.0
1,21,0.10065744280815125,0.35994818806648254,1.4181191281162078,0.0,0.05,-0.3139949,1.0,0.7250463,0.8904059
1,22,0.10065744280815125,0.35994818806648254,1.4181191281162078,0.0,0.05,1.0,0.86865973,-0.19797175,-0.08254634
1,23,0.10065744280815125,0.35994818806648254,1.4181191281162078,0.0,0.05,0.8504054,0.13722783,-0.27663475,0.94855976
1,24,0.13738671846687794,0.33228832483291626,1.4267958215511998,0.0,0.05,0.38537705,1.0,0.9560802,-0.037100792
1,25,0.13738671846687794,0.33228832483291626,1.4267958215511998,0.0,0.05,-1.0,-0.117401585,0.7579626,-1.0
1,26,0.13738671846687794,0.33228832483291626,1.4267958215511998,0.0,0.05,1.0,1.0,0.93377775,-1.0
1,27,0.13738671846687794,0.33228832483291626,1.4267958215511998,0.0,0.05,-0.44560695,-1.0,0.140835,1.0
1,28,0.1920253160595894,0.34679853916168213,1.4431506841150663,0.0,0.05,1.0,-0.854214,0.2734583,-1.0
1,29,0.1920253160595894,0.34679853916168213,1.4431506841150663,0.0,0.05,1.0,-0.7180395,-1.0,-0.033308983
1,30,0.1920253160595894,0.34679853916168213,1.4431506841150663,0.0,0.05,1.0,-0.36821952,0.39564466,-0.46884835
1,31,0.1920253160595894,0.34679853916168213,1.4431506841150663,0.0,0.05,-1.0,-0.69362426,-1.0,-0.66855633
1,32,0.23689679726958277,0.31213048100471497,1.4559328087085064,0.0,0.05,-0.18195985,-1.0,0.86912704,0.6894866
1,33,0.23689679726958277,0.31213048100471497,1.4559328087085064,0.0,0.05,-0.810739,-0.17268538,-1.0,-0.25159582
1,34,0.23689679726958277,0.31213048100471497,1.4559328087085064,0.0,0.05,-1.0,-1.0,-1.0,0.58341956
1,35,0.23689679726958277,0.31213048100471497,1.4559328087085064,0.0,0.05,0.26000395,0.59874934,1.0,-1.0
1,36,0.23689679726958277,0.31213048100471497,1.4559328087085064,0.0,0.05,-0.35027546,-1.0,-1.0,-0.61084867
1,37,0.20318778157234194,0.23989756405353546,1.4729154474290327,0.0,0.05,0.9429992,0.8549444,0.20804763,-0.24808335
1,38,0.20318778157234194,0.23989756405353546,1.4729154474290327,0.0,0.05,0.58428085,0.118157715,-0.21430023,1.0
1,39,0.20318778157234194,0.23989756405353546,1.4729154474290327,0.0,0.05,1.0,-0.19464424,1.0,-0.6295653
1,40,0.20318778157234194,0.23989756405353546,1.4729154474290327,0.0,0.05,-0.22604144,0.42106897,-0.39252904,-1.0
1,41,0.19093818202614785,0.22028812766075134,1.4950324887861972,0.0,0.05,-0.22455502,-0.48227137,-0.4134812,-0.26129115
1,42,0.19093818202614785,0.22028812766075134,1.4950324887861972,0.0,0.05,0.091914706,-0.17557505,0.91961396,0.9375644
1,43,0.19093818202614785,0.22028812766075134,1.4950324887861972,0.0,0.05,-0.8557589,-0.3431536,-0.6894576,0.2375367
1,44,0.19093818202614785,0.22028812766075134,1.4950324887861972,0.0,0.05,-0.7724396,-1.0,0.31118014,0.5547364
1,45,0.19093818202614785,0.22028812766075134,1.4950324887861972,0.0,0.05,-1.0,-0.9850284,-0.43908262,-0.08523208
1,46,0.21247590065002442,0.1878882348537445,1.5248528413557962,0.0,0.05,0.3619793,-1.0,0.36246786,-0.34441388
1,47,0.21247590065002442,0.1878882348537445,1.5248528413557962,0.0,0.05,-1.0,-0.6163256,0.9708059,-1.0
1,48,0.21247590065002442,0.1878882348537445,1.5248528413557962,0.0,0.05,0.45926544,0.7462536,-1.0,-0.79472333
1,49,0.21247590065002442,0.1878882348537445,1.5248528413557962,0.0,0.05,-0.05888778,-0.65876174,-0.4775505,1.0
1,50,0.22131689786911013,0.12154726684093475,1.5392523240616969,0.0,0.05,-1.0,-0.5824125,-1.0,-0.9128334
1,51,0.22131689786911013,0.12154726684093475,1.5392523240616969,0.0,0.05,-0.3363255,-0.34143522,-0.024331301,0.6307318
1,52,0.22131689786911013,0.12154726684093475,1.5392523240616969,0.0,0.05,-1.0,-0.20593645,-0.19710992,1.0
1,53,0.22131689786911013,0.12154726684093475,1.5392523240616969,0.0,0.05,5.653687e-05,-1.0,1.0,-0.5947577
1,54,0.22131689786911013,0.12154726684093475,1.5392523240616969,0.0,0.05,-0.049732856,-0.021859169,1.0,-0.6535249
1,55,0.17222184397280216,0.07446540892124176,1.5598663366736112,0.0,0.05,0.541692,0.956694,-1.0,-0.78741163
1,56,0.17222184397280216,0.07446540892124176,1.5598663366736112,0.0,0.05,-0.76974165,-1.0,0.79835427,-1.0
1,57,0.17222184397280216,0.07446540892124176,1.5598663366736112,0.0,0.05,-0.7806841,-0.67492723,1.0,-0.059844524
1,58,0.17222184397280216,0.07446540892124176,1.5598663366736112,0.0,0.05,-0.31793678,0.49816376,1.0,0.4867774
1,59,0.20751617476344109,0.044119693338871,1.5731915478005654,0.0,0.05,-0.11474665,-0.7900835,0.0052224994,0.0024850368
