Timestamp,State,VTOL_Type,Altitude_m,Speed_ms,Cmd_Throttle,Cmd_Elevator,Cmd_Aileron,Cmd_Rudder
1774364847.179,TAKEOFF,MC,22.392,3.049,1.000,0.240,0.020,0.000
1774364847.230,TAKEOFF,MC,22.568,3.049,1.000,0.240,0.018,0.000
1774364847.280,TAKEOFF,MC,22.718,3.049,1.000,0.240,0.018,0.000
1774364847.331,TAKEOFF,MC,22.867,3.048,1.000,0.240,0.018,0.000
1774364847.382,TAKEOFF,MC,23.041,3.045,1.000,0.240,0.018,0.000
1774364847.433,TAKEOFF,MC,23.190,3.043,1.000,0.240,0.018,0.000
1774364847.484,TAKEOFF,MC,23.340,3.043,1.000,0.240,0.019,0.000
1774364847.534,TAKEOFF,MC,23.516,3.043,1.000,0.240,0.019,0.000
1774364847.585,TAKEOFF,MC,23.667,3.042,1.000,0.240,0.019,0.000
1774364847.636,TAKEOFF,MC,23.817,3.039,1.000,0.240,0.019,0.000
1774364847.687,TAKEOFF,MC,23.991,3.038,1.000,0.240,0.019,0.000
1774364847.738,TAKEOFF,MC,24.139,3.037,1.000,0.240,0.018,0.000
1774364847.788,TAKEOFF,MC,24.287,3.035,1.000,0.240,0.018,0.000
1774364847.839,TAKEOFF,MC,24.459,3.034,1.000,0.240,0.018,0.000
1774364847.890,TAKEOFF,MC,24.609,3.035,1.000,0.240,0.018,0.000
1774364847.941,TAKEOFF,MC,24.760,3.036,1.000,0.240,0.018,0.000
1774364847.991,TAKEOFF,MC,24.936,3.035,1.000,0.240,0.016,0.000
1774364848.042,TAKEOFF,MC,25.085,3.034,1.000,0.240,0.016,0.000
1774364848.093,TAKEOFF,MC,25.235,3.033,1.000,0.240,0.016,0.000
1774364848.144,TAKEOFF,MC,25.408,3.031,1.000,0.240,0.016,0.000
1774364848.195,TAKEOFF,MC,25.556,3.031,1.000,0.240,0.016,0.000
1774364848.245,TAKEOFF,MC,25.703,3.029,1.000,0.240,0.011,0.000
1774364848.296,TAKEOFF,MC,25.878,3.029,1.000,0.240,0.011,0.000
1774364848.347,TAKEOFF,MC,26.028,3.029,1.000,0.240,0.011,0.000
1774364848.397,TAKEOFF,MC,26.203,3.029,1.000,0.240,0.011,0.000
1774364848.448,TAKEOFF,MC,26.352,3.029,1.000,0.240,0.011,0.000
1774364848.499,TAKEOFF,MC,26.501,3.027,1.000,0.240,0.003,0.000
1774364848.550,TAKEOFF,MC,26.673,3.025,1.000,0.240,0.003,0.000
1774364848.600,TAKEOFF,MC,26.821,3.025,1.000,0.240,0.003,0.000
1774364848.651,TAKEOFF,MC,26.968,3.023,1.000,0.240,0.003,0.000
1774364848.702,TAKEOFF,MC,27.143,3.022,1.000,0.240,0.003,0.000
1774364848.753,TAKEOFF,MC,27.293,3.000,1.000,0.240,-0.004,0.000
1774364848.803,TAKEOFF,MC,27.441,2.929,1.000,0.240,-0.004,0.000
1774364848.854,TAKEOFF,MC,27.606,2.798,1.000,0.240,-0.004,0.000
1774364848.905,TAKEOFF,MC,27.741,2.667,1.000,0.240,-0.004,0.000
1774364848.956,TAKEOFF,MC,27.869,2.527,1.000,0.240,-0.004,0.000
1774364849.006,TAKEOFF,MC,28.009,2.364,1.000,0.240,-0.010,0.000
1774364849.057,TRANSITION,MC,28.121,2.210,1.000,0.240,-0.010,0.000
1774364849.108,TRANSITION,MC,28.233,2.252,1.000,0.240,-0.010,0.000
1774364849.159,TRANSITION,MC,28.372,2.530,1.000,0.240,-0.010,0.000
1774364849.210,TRANSITION,MC,28.495,2.697,1.000,0.240,-0.010,0.000
1774364849.260,TRANSITION,MC,28.613,2.821,1.000,0.240,-0.015,0.000
1774364849.311,TRANSITION,MC,28.743,2.994,1.000,0.240,-0.015,0.000
1774364849.362,TRANSITION,MC,28.845,3.195,1.000,0.240,-0.015,0.000
1774364849.413,TRANSITION,MC,28.939,3.443,1.000,0.240,-0.015,0.000
1774364849.464,TRANSITION,MC,29.037,3.773,1.000,0.240,-0.015,0.000
1774364849.515,TRANSITION,MC,29.119,4.067,1.000,0.240,-0.017,0.000
1774364849.565,TRANSITION,MC,29.191,4.383,1.000,0.240,-0.017,0.000
1774364849.616,TRANSITION,MC,29.268,4.759,1.000,0.240,-0.017,0.000
1774364849.667,TRANSITION,MC,29.328,5.056,1.000,0.240,-0.017,0.000
1774364849.718,TRANSITION,MC,29.384,5.316,1.000,0.240,-0.032,0.000
1774364849.768,TRANSITION,MC,29.441,5.585,1.000,0.240,-0.032,0.000
1774364849.819,TRANSITION,MC,29.485,5.792,1.000,0.240,-0.032,0.000
1774364849.870,TRANSITION,MC,29.525,5.978,1.000,0.240,-0.032,0.000
1774364849.921,TRANSITION,MC,29.570,6.174,1.000,0.240,-0.032,0.000
1774364849.972,TRANSITION,MC,29.605,6.327,1.000,0.240,-0.079,0.000
1774364850.023,TRANSITION,MC,29.641,6.487,1.000,0.240,-0.079,0.000
1774364850.073,TRANSITION,MC,29.669,6.611,1.000,0.240,-0.079,0.000
1774364850.124,TRANSITION,MC,29.695,6.724,1.000,0.240,-0.079,0.000
1774364850.175,TRANSITION,MC,29.722,6.843,1.000,0.240,-0.084,0.000
1774364850.226,TRANSITION,MC,29.742,6.937,1.000,0.240,-0.084,0.000
1774364850.277,TRANSITION,MC,29.762,7.022,1.000,0.240,-0.084,0.000
1774364850.327,TRANSITION,MC,29.787,7.110,1.000,0.240,-0.084,0.000
1774364850.379,TRANSITION,MC,29.806,7.180,1.000,0.240,-0.084,0.000
1774364850.429,TRANSITION,MC,29.823,7.241,1.000,0.240,-0.062,0.000
1774364850.480,TRANSITION,MC,29.841,7.304,1.000,0.240,-0.062,0.000
1774364850.531,TRANSITION,MC,29.855,7.353,1.000,0.240,-0.062,0.000
1774364850.582,TRANSITION,MC,29.870,7.404,1.000,0.240,-0.062,0.000
1774364850.633,TRANSITION,MC,29.882,7.442,1.000,0.240,-0.046,0.000
1774364850.684,TRANSITION,MC,29.894,7.476,1.000,0.240,-0.046,0.000
1774364850.734,TRANSITION,MC,29.911,7.509,1.000,0.240,-0.046,0.000
1774364850.785,TRANSITION,MC,29.924,7.534,1.000,0.240,-0.046,0.000
1774364850.836,TRANSITION,MC,29.935,7.557,1.000,0.240,-0.046,0.000
1774364850.887,TRANSITION,MC,29.947,7.581,1.000,0.240,-0.033,0.000
1774364850.937,TRANSITION,MC,29.956,7.600,1.000,0.240,-0.033,0.000
1774364850.988,TRANSITION,MC,29.964,7.614,1.000,0.240,-0.033,0.000
1774364851.039,TRANSITION,MC,29.972,7.631,1.000,0.240,-0.033,0.000
1774364851.090,TRANSITION,MC,29.982,7.640,1.000,0.240,-0.042,0.000
1774364851.140,TRANSITION,MC,29.993,7.648,1.000,0.240,-0.042,0.000
1774364851.191,TRANSITION,MC,30.004,7.655,1.000,0.240,-0.042,0.000
1774364851.242,TRANSITION,MC,30.012,7.660,1.000,0.240,-0.042,0.000
1774364851.293,TRANSITION,MC,30.019,7.665,1.000,0.240,-0.042,0.000
1774364851.344,TRANSITION,MC,30.026,7.670,1.000,0.240,-0.062,0.000
1774364851.394,TRANSITION,MC,30.032,7.673,1.000,0.240,-0.062,0.000
1774364851.445,TRANSITION,MC,30.036,7.675,1.000,0.240,-0.062,0.000
1774364851.496,TRANSITION,MC,30.044,7.675,1.000,0.240,-0.062,0.000
1774364851.547,TRANSITION,MC,30.052,7.675,1.000,0.240,-0.081,0.000
1774364851.598,TRANSITION,MC,30.059,7.675,1.000,0.240,-0.081,0.000
1774364851.648,TRANSITION,MC,30.066,7.673,1.000,0.240,-0.081,0.000
1774364851.699,TRANSITION,MC,30.070,7.671,1.000,0.240,-0.081,0.000
1774364851.750,TRANSITION,MC,30.074,7.668,1.000,0.240,-0.102,0.000
1774364851.801,TRANSITION,MC,30.077,7.665,1.000,0.240,-0.102,0.000
1774364851.851,TRANSITION,MC,30.080,7.661,1.000,0.240,-0.102,0.000
1774364851.902,TRANSITION,MC,30.084,7.663,1.000,0.240,-0.102,0.000
1774364851.953,TRANSITION,MC,30.089,7.671,1.000,0.240,-0.102,0.000
1774364852.004,TRANSITION,MC,30.093,7.678,1.000,0.240,-0.119,0.000
1774364852.055,TRANSITION,MC,30.098,7.683,1.000,0.240,-0.119,0.000
1774364852.105,TRANSITION,MC,30.101,7.685,1.000,0.240,-0.119,0.000
1774364852.156,TRANSITION,MC,30.103,7.684,1.000,0.240,-0.119,0.000
1774364852.207,TRANSITION,MC,30.104,7.680,1.000,0.240,-0.242,0.000
1774364852.258,TRANSITION,MC,30.103,7.675,1.000,0.240,-0.242,0.000
1774364852.308,TRANSITION,MC,30.108,7.680,1.000,0.240,-0.242,0.000
1774364852.359,TRANSITION,MC,30.113,7.686,1.000,0.240,-0.242,0.000
1774364852.410,TRANSITION,MC,30.115,7.689,1.000,0.240,-0.242,0.000
1774364852.461,TRANSITION,MC,30.116,7.688,1.000,0.240,-0.318,0.000
1774364852.512,TRANSITION,MC,30.116,7.686,1.000,0.240,-0.318,0.000
1774364852.562,TRANSITION,MC,30.114,7.684,1.000,0.240,-0.318,0.000
1774364852.613,TRANSITION,MC,30.110,7.682,1.000,0.240,-0.318,0.000
1774364852.664,TRANSITION,MC,30.106,7.679,1.000,0.240,-0.314,0.000
1774364852.715,TRANSITION,MC,30.107,7.689,1.000,0.240,-0.314,0.000
1774364852.765,TRANSITION,MC,30.107,7.697,1.000,0.240,-0.314,0.000
1774364852.816,TRANSITION,MC,30.105,7.702,1.000,0.240,-0.314,0.000
1774364852.867,TRANSITION,MC,30.104,7.704,1.000,0.240,-0.314,0.000
1774364852.918,TRANSITION,MC,30.101,7.706,1.000,0.240,-0.228,0.000
1774364852.969,TRANSITION,MC,30.098,7.705,1.000,0.240,-0.228,0.000
1774364853.019,TRANSITION,MC,30.095,7.701,1.000,0.240,-0.228,0.000
1774364853.070,TRANSITION,MC,30.093,7.696,1.000,0.240,-0.228,0.000
1774364853.121,TRANSITION,MC,30.095,7.710,1.000,0.240,-0.148,0.000
1774364853.172,TRANSITION,MC,30.097,7.717,1.000,0.240,-0.148,0.000
1774364853.222,TRANSITION,MC,30.098,7.721,1.000,0.240,-0.148,0.000
1774364853.273,TRANSITION,MC,30.099,7.719,1.000,0.240,-0.148,0.000
1774364853.324,TRANSITION,MC,30.100,7.715,1.000,0.240,-0.148,0.000
1774364853.375,TRANSITION,MC,30.101,7.707,1.000,0.240,-0.064,0.000
1774364853.426,TRANSITION,MC,30.101,7.701,1.000,0.240,-0.064,0.000
1774364853.477,TRANSITION,MC,30.102,7.696,1.000,0.240,-0.064,0.000
1774364853.528,TRANSITION,MC,30.106,7.705,1.000,0.240,-0.064,0.000
1774364853.578,TRANSITION,MC,30.109,7.706,1.000,0.240,-0.025,0.000
1774364853.629,TRANSITION,MC,30.111,7.707,1.000,0.240,-0.025,0.000
1774364853.680,TRANSITION,MC,30.112,7.703,1.000,0.240,-0.025,0.000
1774364853.731,TRANSITION,MC,30.113,7.697,1.000,0.240,-0.025,0.000
1774364853.782,TRANSITION,MC,30.114,7.689,1.000,0.240,-0.007,0.000
1774364853.832,TRANSITION,MC,30.113,7.678,1.000,0.240,-0.007,0.000
1774364853.883,TRANSITION,MC,30.114,7.674,1.000,0.240,-0.007,0.000
1774364853.934,TRANSITION,MC,30.117,7.679,1.000,0.240,-0.007,0.000
1774364853.985,TRANSITION,MC,30.120,7.678,1.000,0.240,-0.007,0.000
1774364854.036,TRANSITION,MC,30.121,7.675,1.000,0.240,-0.006,0.000
1774364854.086,TRANSITION,MC,30.122,7.669,1.000,0.240,-0.006,0.000
1774364854.137,TRANSITION,MC,30.121,7.660,1.000,0.240,-0.006,0.000
1774364854.188,TRANSITION,MC,30.120,7.651,1.000,0.240,-0.006,0.000
1774364854.239,TRANSITION,MC,30.119,7.642,1.000,0.240,-0.009,0.000
1774364854.289,TRANSITION,MC,30.119,7.636,1.000,0.240,-0.009,0.000
1774364854.340,TRANSITION,MC,30.119,7.637,1.000,0.240,-0.009,0.000
1774364854.391,TRANSITION,MC,30.119,7.636,1.000,0.240,-0.009,0.000
1774364854.442,TRANSITION,MC,30.118,7.632,1.000,0.240,-0.009,0.000
1774364854.493,TRANSITION,MC,30.117,7.626,1.000,0.240,-0.017,0.000
1774364854.543,TRANSITION,MC,30.115,7.617,1.000,0.240,-0.017,0.000
1774364854.594,TRANSITION,MC,30.112,7.610,1.000,0.240,-0.017,0.000
1774364854.645,TRANSITION,MC,30.110,7.602,1.000,0.240,-0.017,0.000
1774364854.696,TRANSITION,MC,30.108,7.600,1.000,0.240,-0.018,0.000
1774364854.747,TRANSITION,MC,30.107,7.602,1.000,0.240,-0.018,0.000
1774364854.798,TRANSITION,MC,30.105,7.601,1.000,0.240,-0.018,0.000
1774364854.848,TRANSITION,MC,30.103,7.598,1.000,0.240,-0.018,0.000
1774364854.899,TRANSITION,MC,30.101,7.595,1.000,0.240,-0.018,0.000
1774364854.950,TRANSITION,MC,30.098,7.588,1.000,0.240,-0.020,0.000
1774364855.001,TRANSITION,MC,30.095,7.581,1.000,0.240,-0.020,0.000
1774364855.051,TRANSITION,MC,30.092,7.576,1.000,0.240,-0.020,0.000
1774364855.103,TRANSITION,MC,30.090,7.575,1.000,0.240,-0.020,0.000
1774364855.153,TRANSITION,MC,30.089,7.575,1.000,0.240,-0.018,0.000
1774364855.204,TRANSITION,MC,30.087,7.574,1.000,0.240,-0.018,0.000
1774364855.255,TRANSITION,MC,30.084,7.572,1.000,0.240,-0.018,0.000
1774364855.305,TRANSITION,MC,30.081,7.569,1.000,0.240,-0.018,0.000
1774364855.356,TRANSITION,MC,30.079,7.565,1.000,0.240,-0.018,0.000
1774364855.407,TRANSITION,MC,30.076,7.561,1.000,0.240,-0.015,0.000
1774364855.458,TRANSITION,MC,30.073,7.556,1.000,0.240,-0.015,0.000
1774364855.509,TRANSITION,MC,30.072,7.559,1.000,0.240,-0.015,0.000
1774364855.560,TRANSITION,MC,30.072,7.562,1.000,0.240,-0.015,0.000
1774364855.610,TRANSITION,MC,30.071,7.561,1.000,0.240,-0.016,0.000
1774364855.661,TRANSITION,MC,30.069,7.562,1.000,0.240,-0.016,0.000
1774364855.712,TRANSITION,MC,30.067,7.560,1.000,0.240,-0.016,0.000
1774364855.763,TRANSITION,MC,30.065,7.557,1.000,0.240,-0.016,0.000
1774364855.813,TRANSITION,MC,30.063,7.557,1.000,0.240,-0.011,0.000
1774364855.864,TRANSITION,MC,30.061,7.554,1.000,0.240,-0.011,0.000
1774364855.915,TRANSITION,MC,30.060,7.556,1.000,0.240,-0.011,0.000
1774364855.966,TRANSITION,MC,30.059,7.559,1.000,0.240,-0.011,0.000
1774364856.017,TRANSITION,MC,30.057,7.560,1.000,0.240,-0.011,0.000
1774364856.068,TRANSITION,MC,30.056,7.558,1.000,0.240,-0.012,0.000
1774364856.118,TRANSITION,MC,30.054,7.559,1.000,0.240,-0.012,0.000
1774364856.169,TRANSITION,MC,30.052,7.560,1.000,0.240,-0.012,0.000
1774364856.220,TRANSITION,MC,30.050,7.560,1.000,0.240,-0.012,0.000
1774364856.271,TRANSITION,MC,30.048,7.560,1.000,0.240,-0.006,0.000
1774364856.321,TRANSITION,MC,30.048,7.566,1.000,0.240,-0.006,0.000
1774364856.372,TRANSITION,MC,30.047,7.570,1.000,0.240,-0.006,0.000
1774364856.423,TRANSITION,MC,30.046,7.572,1.000,0.240,-0.006,0.000
1774364856.474,TRANSITION,MC,30.045,7.575,1.000,0.240,-0.006,0.000
1774364856.525,TRANSITION,MC,30.043,7.575,1.000,0.240,-0.006,0.000
1774364856.576,TRANSITION,MC,30.042,7.575,1.000,0.240,-0.006,0.000
1774364856.627,TRANSITION,MC,30.040,7.574,1.000,0.240,-0.006,0.000
1774364856.678,TRANSITION,MC,30.038,7.575,1.000,0.240,-0.006,0.000
1774364856.728,TRANSITION,MC,30.039,7.579,1.000,0.240,-0.005,0.000
1774364856.779,TRANSITION,MC,30.039,7.582,1.000,0.240,-0.005,0.000
1774364856.829,TRANSITION,MC,30.039,7.583,1.000,0.240,-0.005,0.000
1774364856.880,TRANSITION,MC,30.039,7.584,1.000,0.240,-0.005,0.000
1774364856.931,TRANSITION,MC,30.037,7.585,1.000,0.240,-0.005,0.000
1774364856.982,TRANSITION,MC,30.036,7.586,1.000,0.240,-0.008,0.000
1774364857.032,TRANSITION,MC,30.034,7.586,1.000,0.240,-0.008,0.000
1774364857.083,TRANSITION,MC,30.033,7.585,1.000,0.240,-0.008,0.000
1774364857.134,TRANSITION,MC,30.034,7.588,1.000,0.240,-0.008,0.000
1774364857.185,TRANSITION,MC,30.034,7.589,1.000,0.240,-0.012,0.000
1774364857.235,TRANSITION,MC,30.034,7.593,1.000,0.240,-0.012,0.000
1774364857.286,TRANSITION,MC,30.034,7.591,1.000,0.240,-0.012,0.000
1774364857.337,TRANSITION,MC,30.033,7.591,1.000,0.240,-0.012,0.000
1774364857.388,TRANSITION,MC,30.032,7.589,1.000,0.240,-0.012,0.000
1774364857.438,TRANSITION,MC,30.030,7.587,1.000,0.240,-0.013,0.000
1774364857.489,TRANSITION,MC,30.030,7.587,1.000,0.240,-0.013,0.000
1774364857.540,TRANSITION,MC,30.032,7.589,1.000,0.240,-0.013,0.000
1774364857.591,TRANSITION,MC,30.033,7.592,1.000,0.240,-0.013,0.000
1774364857.642,TRANSITION,MC,30.033,7.593,1.000,0.240,-0.017,0.000
1774364857.692,TRANSITION,MC,30.033,7.594,1.000,0.240,-0.017,0.000
1774364857.743,TRANSITION,MC,30.033,7.594,1.000,0.240,-0.017,0.000
1774364857.794,TRANSITION,MC,30.031,7.594,1.000,0.240,-0.017,0.000
1774364857.845,TRANSITION,MC,30.030,7.596,1.000,0.240,-0.017,0.000
1774364857.895,TRANSITION,MC,30.030,7.597,1.000,0.240,-0.014,0.000
1774364857.946,TRANSITION,MC,30.031,7.600,1.000,0.240,-0.014,0.000
1774364857.997,TRANSITION,MC,30.031,7.603,1.000,0.240,-0.014,0.000
1774364858.048,TRANSITION,MC,30.031,7.603,1.000,0.240,-0.014,0.000
1774364858.099,TRANSITION,MC,30.031,7.603,1.000,0.240,-0.016,0.000
1774364858.149,TRANSITION,MC,30.030,7.603,1.000,0.240,-0.016,0.000
1774364858.200,TRANSITION,MC,30.029,7.604,1.000,0.240,-0.016,0.000
1774364858.251,TRANSITION,MC,30.027,7.605,1.000,0.240,-0.016,0.000
1774364858.302,TRANSITION,MC,30.029,7.607,1.000,0.240,-0.013,0.000
1774364858.352,TRANSITION,MC,30.032,7.607,1.000,0.240,-0.013,0.000
1774364858.403,TRANSITION,MC,30.034,7.607,1.000,0.240,-0.013,0.000
1774364858.454,TRANSITION,MC,30.036,7.608,1.000,0.240,-0.013,0.000
1774364858.505,TRANSITION,MC,30.036,7.609,1.000,0.240,-0.013,0.000
1774364858.555,TRANSITION,MC,30.037,7.610,1.000,0.240,-0.015,0.000
1774364858.606,TRANSITION,MC,30.036,7.611,1.000,0.240,-0.015,0.000
1774364858.657,TRANSITION,MC,30.036,7.612,1.000,0.240,-0.015,0.000
1774364858.707,TRANSITION,MC,30.039,7.613,1.000,0.240,-0.015,0.000
1774364858.758,TRANSITION,MC,30.041,7.614,1.000,0.240,-0.015,0.000
1774364858.809,TRANSITION,MC,30.043,7.615,1.000,0.240,-0.015,0.000
1774364858.860,TRANSITION,MC,30.044,7.617,1.000,0.240,-0.015,0.000
1774364858.910,TRANSITION,MC,30.044,7.617,1.000,0.240,-0.015,0.000
1774364858.961,TRANSITION,MC,30.044,7.617,1.000,0.240,-0.015,0.000
1774364859.012,TRANSITION,MC,30.043,7.617,1.000,0.240,-0.015,0.000
1774364859.062,TRANSITION,MC,30.042,7.617,1.000,0.240,-0.015,0.000
1774364859.113,TRANSITION,MC,30.046,7.616,1.000,0.240,-0.015,0.000
1774364859.164,TRANSITION,MC,30.049,7.615,1.000,0.240,-0.015,0.000
1774364859.215,TRANSITION,MC,30.052,7.616,1.000,0.240,-0.018,0.000
1774364859.265,TRANSITION,MC,30.053,7.617,1.000,0.240,-0.018,0.000
1774364859.316,TRANSITION,MC,30.053,7.618,1.000,0.240,-0.018,0.000
1774364859.367,TRANSITION,MC,30.053,7.618,1.000,0.240,-0.018,0.000
1774364859.418,TRANSITION,MC,30.052,7.618,1.000,0.240,-0.018,0.000
1774364859.469,TRANSITION,MC,30.051,7.619,1.000,0.240,-0.016,0.000
1774364859.519,TRANSITION,MC,30.054,7.620,1.000,0.240,-0.016,0.000
1774364859.570,TRANSITION,MC,30.057,7.620,1.000,0.240,-0.016,0.000
1774364859.621,TRANSITION,MC,30.058,7.620,1.000,0.240,-0.016,0.000
1774364859.672,TRANSITION,MC,30.059,7.620,1.000,0.240,-0.020,0.000
1774364859.722,TRANSITION,MC,30.058,7.622,1.000,0.240,-0.020,0.000
1774364859.773,TRANSITION,MC,30.057,7.622,1.000,0.240,-0.020,0.000
1774364859.824,TRANSITION,MC,30.056,7.623,1.000,0.240,-0.020,0.000
1774364859.875,TRANSITION,MC,30.056,7.623,1.000,0.240,-0.020,0.000
1774364859.926,TRANSITION,MC,30.060,7.624,1.000,0.240,-0.022,0.000
1774364859.977,TRANSITION,MC,30.063,7.624,1.000,0.240,-0.022,0.000
1774364860.027,TRANSITION,MC,30.066,7.624,1.000,0.240,-0.022,0.000
1774364860.078,TRANSITION,MC,30.067,7.625,1.000,0.240,-0.022,0.000
1774364860.129,TRANSITION,MC,30.067,7.625,1.000,0.240,-0.025,0.000
1774364860.180,TRANSITION,MC,30.066,7.624,1.000,0.240,-0.025,0.000
1774364860.230,TRANSITION,MC,30.065,7.625,1.000,0.240,-0.025,0.000
1774364860.281,TRANSITION,MC,30.064,7.624,1.000,0.240,-0.025,0.000
1774364860.332,TRANSITION,MC,30.069,7.622,1.000,0.240,-0.026,0.000
1774364860.383,TRANSITION,MC,30.072,7.621,1.000,0.240,-0.026,0.000
1774364860.434,TRANSITION,MC,30.074,7.621,1.000,0.240,-0.026,0.000
1774364860.485,TRANSITION,MC,30.075,7.620,1.000,0.240,-0.026,0.000
1774364860.536,TRANSITION,MC,30.075,7.619,1.000,0.240,-0.026,0.000
1774364860.586,TRANSITION,MC,30.075,7.620,1.000,0.240,-0.027,0.000
1774364860.637,TRANSITION,MC,30.073,7.619,1.000,0.240,-0.027,0.000
1774364860.688,TRANSITION,MC,30.073,7.619,1.000,0.240,-0.027,0.000
1774364860.739,TRANSITION,MC,30.077,7.617,1.000,0.240,-0.027,0.000
1774364860.790,TRANSITION,MC,30.080,7.617,1.000,0.240,-0.027,0.000
1774364860.840,TRANSITION,MC,30.082,7.617,1.000,0.240,-0.027,0.000
1774364860.891,TRANSITION,MC,30.082,7.617,1.000,0.240,-0.027,0.000
1774364860.942,TRANSITION,MC,30.082,7.620,1.000,0.240,-0.027,0.000
1774364860.993,TRANSITION,MC,30.080,7.620,1.000,0.240,-0.027,0.000
1774364861.044,TRANSITION,MC,30.078,7.622,1.000,0.240,-0.027,0.000
1774364861.095,TRANSITION,MC,30.080,7.620,1.000,0.240,-0.027,0.000
1774364861.146,TRANSITION,MC,30.084,7.618,1.000,0.240,-0.027,0.000
1774364861.197,TRANSITION,MC,30.087,7.617,1.000,0.240,-0.027,0.000
1774364861.248,TRANSITION,MC,30.089,7.617,1.000,0.240,-0.031,0.000
1774364861.298,TRANSITION,MC,30.089,7.617,1.000,0.240,-0.031,0.000
1774364861.349,TRANSITION,MC,30.089,7.617,1.000,0.240,-0.031,0.000
1774364861.400,TRANSITION,MC,30.088,7.619,1.000,0.240,-0.031,0.000
1774364861.451,TRANSITION,MC,30.086,7.619,1.000,0.240,-0.031,0.000
1774364861.502,TRANSITION,MC,30.089,7.619,1.000,0.240,-0.032,0.000
