Timestamp,State,VTOL_Type,Altitude_m,Speed_ms,Cmd_Throttle,Cmd_Elevator,Cmd_Aileron,Cmd_Rudder
1774363146.469,INIT,MC,3.436,2.596,1.000,0.240,0.021,0.000
1774363146.520,INIT,MC,3.563,2.607,1.000,0.240,0.021,0.000
1774363146.570,INIT,MC,3.712,2.618,1.000,0.240,-0.067,0.000
1774363146.621,TAKEOFF,MC,3.840,2.629,1.000,0.240,-0.067,0.000
1774363146.672,TAKEOFF,MC,3.968,2.636,1.000,0.240,-0.067,0.000
1774363146.723,TAKEOFF,MC,4.117,2.646,1.000,0.240,-0.067,0.000
1774363146.774,TAKEOFF,MC,4.246,2.653,1.000,0.240,-0.067,0.000
1774363146.824,TAKEOFF,MC,4.375,2.661,1.000,0.240,-0.107,0.000
1774363146.875,TAKEOFF,MC,4.525,2.670,1.000,0.240,-0.107,0.000
1774363146.926,TAKEOFF,MC,4.656,2.679,1.000,0.240,-0.107,0.000
1774363146.977,TAKEOFF,MC,4.786,2.689,1.000,0.240,-0.107,0.000
1774363147.027,TAKEOFF,MC,4.938,2.699,1.000,0.240,-0.107,0.000
1774363147.078,TAKEOFF,MC,5.069,2.707,1.000,0.240,-0.092,0.000
1774363147.129,TAKEOFF,MC,5.200,2.715,1.000,0.240,-0.092,0.000
1774363147.180,TAKEOFF,MC,5.353,2.723,1.000,0.240,-0.092,0.000
1774363147.231,TAKEOFF,MC,5.484,2.730,1.000,0.240,-0.092,0.000
1774363147.282,TAKEOFF,MC,5.639,2.739,1.000,0.240,-0.092,0.000
1774363147.333,TAKEOFF,MC,5.771,2.747,1.000,0.240,-0.061,0.000
1774363147.383,TAKEOFF,MC,5.904,2.755,1.000,0.240,-0.061,0.000
1774363147.434,TAKEOFF,MC,6.059,2.763,1.000,0.240,-0.061,0.000
1774363147.485,TAKEOFF,MC,6.193,2.770,1.000,0.240,-0.061,0.000
1774363147.536,TAKEOFF,MC,6.326,2.775,1.000,0.240,-0.061,0.000
1774363147.587,TAKEOFF,MC,6.482,2.779,1.000,0.240,-0.025,0.000
1774363147.637,TAKEOFF,MC,6.615,2.785,1.000,0.240,-0.025,0.000
1774363147.688,TAKEOFF,MC,6.750,2.791,1.000,0.240,-0.025,0.000
1774363147.739,TAKEOFF,MC,6.909,2.796,1.000,0.240,-0.025,0.000
1774363147.790,TAKEOFF,MC,7.044,2.801,1.000,0.240,-0.025,0.000
1774363147.841,TAKEOFF,MC,7.180,2.803,1.000,0.240,0.001,0.000
1774363147.891,TAKEOFF,MC,7.338,2.805,1.000,0.240,0.001,0.000
1774363147.942,TAKEOFF,MC,7.473,2.810,1.000,0.240,0.001,0.000
1774363147.993,TAKEOFF,MC,7.609,2.813,1.000,0.240,0.001,0.000
1774363148.044,TAKEOFF,MC,7.767,2.816,1.000,0.240,0.001,0.000
1774363148.094,TAKEOFF,MC,7.903,2.819,1.000,0.240,0.017,0.000
1774363148.145,TAKEOFF,MC,8.040,2.839,1.000,0.240,0.017,0.000
1774363148.196,TAKEOFF,MC,8.202,2.883,1.000,0.240,0.017,0.000
1774363148.247,TAKEOFF,MC,8.341,2.909,1.000,0.240,0.017,0.000
1774363148.298,TAKEOFF,MC,8.482,2.923,1.000,0.240,0.017,0.000
1774363148.348,TAKEOFF,MC,8.647,2.930,1.000,0.240,0.028,0.000
1774363148.399,TAKEOFF,MC,8.788,2.931,1.000,0.240,0.028,0.000
1774363148.450,TAKEOFF,MC,8.929,2.931,1.000,0.240,0.028,0.000
1774363148.501,TAKEOFF,MC,9.094,2.932,1.000,0.240,0.028,0.000
1774363148.552,TAKEOFF,MC,9.236,2.936,1.000,0.240,0.028,0.000
1774363148.602,TAKEOFF,MC,9.401,2.938,1.000,0.240,0.028,0.000
1774363148.653,TAKEOFF,MC,9.542,2.939,1.000,0.240,0.028,0.000
1774363148.704,TAKEOFF,MC,9.684,2.939,1.000,0.240,0.028,0.000
1774363148.754,TAKEOFF,MC,9.825,2.942,1.000,0.240,0.028,0.000
1774363148.805,TAKEOFF,MC,9.990,2.944,1.000,0.240,0.028,0.000
1774363148.856,TAKEOFF,MC,10.132,2.944,1.000,0.240,0.037,0.000
1774363148.907,TAKEOFF,MC,10.299,2.946,1.000,0.240,0.037,0.000
1774363148.958,TAKEOFF,MC,10.442,2.947,1.000,0.240,0.037,0.000
1774363149.008,TAKEOFF,MC,10.609,2.948,1.000,0.240,0.037,0.000
1774363149.059,TAKEOFF,MC,10.728,2.950,1.000,0.240,0.037,0.000
1774363149.110,TAKEOFF,MC,10.895,2.951,1.000,0.240,0.039,0.000
1774363149.161,TAKEOFF,MC,11.038,2.953,1.000,0.240,0.039,0.000
1774363149.211,TAKEOFF,MC,11.181,2.953,1.000,0.240,0.039,0.000
1774363149.262,TAKEOFF,MC,11.348,2.953,1.000,0.240,0.039,0.000
1774363149.313,TAKEOFF,MC,11.492,2.955,1.000,0.240,0.039,0.000
1774363149.364,TAKEOFF,MC,11.636,2.956,1.000,0.240,0.034,0.000
1774363149.415,TAKEOFF,MC,11.804,2.958,1.000,0.240,0.034,0.000
1774363149.465,TAKEOFF,MC,11.948,2.960,1.000,0.240,0.034,0.000
1774363149.516,TAKEOFF,MC,12.116,2.960,1.000,0.240,0.034,0.000
1774363149.567,TAKEOFF,MC,12.259,2.960,1.000,0.240,0.034,0.000
1774363149.618,TAKEOFF,MC,12.427,2.961,1.000,0.240,0.015,0.000
1774363149.668,TAKEOFF,MC,12.570,2.963,1.000,0.240,0.015,0.000
1774363149.719,TAKEOFF,MC,12.739,2.965,1.000,0.240,0.015,0.000
1774363149.770,TAKEOFF,MC,12.859,2.966,1.000,0.240,0.015,0.000
1774363149.821,TAKEOFF,MC,13.027,2.967,1.000,0.240,0.015,0.000
1774363149.872,TAKEOFF,MC,13.171,2.967,1.000,0.240,-0.008,0.000
1774363149.922,TAKEOFF,MC,13.315,2.968,1.000,0.240,-0.008,0.000
1774363149.973,TAKEOFF,MC,13.483,2.970,1.000,0.240,-0.008,0.000
1774363150.024,TAKEOFF,MC,13.626,2.972,1.000,0.240,-0.008,0.000
1774363150.075,TAKEOFF,MC,13.770,2.973,1.000,0.240,-0.008,0.000
1774363150.126,TAKEOFF,MC,13.938,2.946,1.000,0.240,-0.029,0.000
1774363150.176,TAKEOFF,MC,14.081,2.911,1.000,0.240,-0.029,0.000
1774363150.227,TAKEOFF,MC,14.245,2.888,1.000,0.240,-0.029,0.000
1774363150.278,TAKEOFF,MC,14.385,2.883,1.000,0.240,-0.029,0.000
1774363150.329,TAKEOFF,MC,14.525,2.881,1.000,0.240,-0.029,0.000
1774363150.380,TAKEOFF,MC,14.687,2.883,1.000,0.240,-0.042,0.000
1774363150.431,TAKEOFF,MC,14.827,2.886,1.000,0.240,-0.042,0.000
1774363150.481,TAKEOFF,MC,14.967,2.888,1.000,0.240,-0.042,0.000
1774363150.532,TAKEOFF,MC,15.131,2.892,1.000,0.240,-0.042,0.000
1774363150.583,TAKEOFF,MC,15.271,2.897,1.000,0.240,-0.042,0.000
1774363150.634,TAKEOFF,MC,15.412,2.898,1.000,0.240,-0.043,0.000
1774363150.684,TAKEOFF,MC,15.576,2.900,1.000,0.240,-0.043,0.000
1774363150.735,TAKEOFF,MC,15.716,2.902,1.000,0.240,-0.043,0.000
1774363150.786,TAKEOFF,MC,15.880,2.904,1.000,0.240,-0.043,0.000
1774363150.837,TAKEOFF,MC,16.021,2.905,1.000,0.240,-0.043,0.000
1774363150.888,TAKEOFF,MC,16.162,2.909,1.000,0.240,-0.039,0.000
1774363150.938,TAKEOFF,MC,16.303,2.913,1.000,0.240,-0.039,0.000
1774363150.989,TAKEOFF,MC,16.468,2.914,1.000,0.240,-0.039,0.000
1774363151.040,TAKEOFF,MC,16.610,2.917,1.000,0.240,-0.039,0.000
1774363151.091,TAKEOFF,MC,16.751,2.919,1.000,0.240,-0.039,0.000
1774363151.141,TAKEOFF,MC,16.916,2.920,1.000,0.240,-0.023,0.000
1774363151.192,TAKEOFF,MC,17.080,2.921,1.000,0.240,-0.023,0.000
1774363151.243,TAKEOFF,MC,17.198,2.922,1.000,0.240,-0.023,0.000
1774363151.294,TAKEOFF,MC,17.363,2.926,1.000,0.240,-0.023,0.000
1774363151.345,TAKEOFF,MC,17.505,2.926,1.000,0.240,-0.011,0.000
1774363151.395,TAKEOFF,MC,17.646,2.928,1.000,0.240,-0.011,0.000
1774363151.446,TAKEOFF,MC,17.812,2.929,1.000,0.240,-0.011,0.000
1774363151.497,TAKEOFF,MC,17.953,2.930,1.000,0.240,-0.011,0.000
1774363151.548,TAKEOFF,MC,18.118,2.933,1.000,0.240,-0.011,0.000
1774363151.599,TAKEOFF,MC,18.260,2.935,1.000,0.240,0.001,0.000
1774363151.649,TAKEOFF,MC,18.401,2.934,1.000,0.240,0.001,0.000
1774363151.700,TAKEOFF,MC,18.545,2.936,1.000,0.240,0.001,0.000
1774363151.751,TAKEOFF,MC,18.713,2.937,1.000,0.240,0.001,0.000
1774363151.802,TAKEOFF,MC,18.856,2.937,1.000,0.240,0.007,0.000
1774363151.853,TAKEOFF,MC,18.999,2.938,1.000,0.240,0.007,0.000
1774363151.903,TAKEOFF,MC,19.166,2.939,1.000,0.240,0.007,0.000
1774363151.954,TAKEOFF,MC,19.309,2.939,1.000,0.240,0.007,0.000
1774363152.005,TAKEOFF,MC,19.476,2.939,1.000,0.240,0.007,0.000
1774363152.056,TAKEOFF,MC,19.618,2.940,1.000,0.240,0.008,0.000
1774363152.106,TAKEOFF,MC,19.764,2.959,1.000,0.240,0.008,0.000
1774363152.157,TAKEOFF,MC,19.935,3.007,1.000,0.240,0.008,0.000
1774363152.208,TAKEOFF,MC,20.108,3.039,1.000,0.240,0.008,0.000
1774363152.259,TAKEOFF,MC,20.232,3.048,1.000,0.240,0.008,0.000
1774363152.310,TAKEOFF,MC,20.405,3.052,1.000,0.240,0.008,0.000
1774363152.360,TAKEOFF,MC,20.553,3.050,1.000,0.240,0.008,0.000
1774363152.411,TAKEOFF,MC,20.702,3.049,1.000,0.240,0.008,0.000
1774363152.462,TAKEOFF,MC,20.874,3.047,1.000,0.240,0.010,0.000
1774363152.513,TAKEOFF,MC,21.023,3.045,1.000,0.240,0.010,0.000
1774363152.563,TAKEOFF,MC,21.172,3.045,1.000,0.240,0.010,0.000
1774363152.614,TAKEOFF,MC,21.345,3.041,1.000,0.240,0.010,0.000
1774363152.665,TAKEOFF,MC,21.492,3.041,1.000,0.240,0.010,0.000
1774363152.716,TAKEOFF,MC,21.639,3.039,1.000,0.240,0.011,0.000
1774363152.766,TAKEOFF,MC,21.811,3.040,1.000,0.240,0.011,0.000
1774363152.817,TAKEOFF,MC,21.958,3.039,1.000,0.240,0.011,0.000
1774363152.868,TAKEOFF,MC,22.130,3.038,1.000,0.240,0.011,0.000
1774363152.919,TAKEOFF,MC,22.281,3.039,1.000,0.240,0.010,0.000
1774363152.970,TAKEOFF,MC,22.430,3.039,1.000,0.240,0.010,0.000
1774363153.020,TAKEOFF,MC,22.604,3.038,1.000,0.240,0.010,0.000
1774363153.071,TAKEOFF,MC,22.753,3.036,1.000,0.240,0.010,0.000
1774363153.122,TAKEOFF,MC,22.901,3.034,1.000,0.240,0.010,0.000
1774363153.173,TAKEOFF,MC,23.074,3.032,1.000,0.240,0.008,0.000
1774363153.223,TAKEOFF,MC,23.221,3.032,1.000,0.240,0.008,0.000
1774363153.274,TAKEOFF,MC,23.369,3.033,1.000,0.240,0.008,0.000
1774363153.325,TAKEOFF,MC,23.544,3.033,1.000,0.240,0.008,0.000
1774363153.376,TAKEOFF,MC,23.692,3.029,1.000,0.240,0.007,0.000
1774363153.426,TAKEOFF,MC,23.841,3.029,1.000,0.240,0.007,0.000
1774363153.477,TAKEOFF,MC,24.014,3.028,1.000,0.240,0.007,0.000
1774363153.528,TAKEOFF,MC,24.161,3.028,1.000,0.240,0.007,0.000
1774363153.579,TAKEOFF,MC,24.309,3.026,1.000,0.240,0.007,0.000
1774363153.629,TAKEOFF,MC,24.480,3.025,1.000,0.240,0.006,0.000
1774363153.680,TAKEOFF,MC,24.628,3.024,1.000,0.240,0.006,0.000
1774363153.730,TAKEOFF,MC,24.777,3.025,1.000,0.240,0.006,0.000
1774363153.781,TAKEOFF,MC,24.950,3.025,1.000,0.240,0.006,0.000
1774363153.832,TAKEOFF,MC,25.098,3.025,1.000,0.240,0.006,0.000
1774363153.883,TAKEOFF,MC,25.246,3.024,1.000,0.240,0.006,0.000
1774363153.933,TAKEOFF,MC,25.417,3.022,1.000,0.240,0.006,0.000
1774363153.984,TAKEOFF,MC,25.564,3.020,1.000,0.240,0.006,0.000
1774363154.035,TAKEOFF,MC,25.711,3.020,1.000,0.240,0.006,0.000
1774363154.086,TAKEOFF,MC,25.883,3.021,1.000,0.240,0.004,0.000
1774363154.137,TAKEOFF,MC,26.033,3.022,1.000,0.240,0.004,0.000
1774363154.187,TAKEOFF,MC,26.182,3.021,1.000,0.240,0.004,0.000
1774363154.238,TAKEOFF,MC,26.355,3.019,1.000,0.240,0.004,0.000
1774363154.289,TAKEOFF,MC,26.503,3.019,1.000,0.240,0.001,0.000
1774363154.339,TAKEOFF,MC,26.651,3.020,1.000,0.240,0.001,0.000
1774363154.390,TAKEOFF,MC,26.822,3.018,1.000,0.240,0.001,0.000
1774363154.441,TAKEOFF,MC,26.969,3.016,1.000,0.240,0.001,0.000
1774363154.492,TAKEOFF,MC,27.117,3.002,1.000,0.240,0.001,0.000
1774363154.543,TAKEOFF,MC,27.288,2.928,1.000,0.240,0.002,0.000
1774363154.594,TAKEOFF,MC,27.429,2.831,1.000,0.240,0.002,0.000
1774363154.645,TAKEOFF,MC,27.587,2.691,1.000,0.240,0.002,0.000
1774363154.695,TAKEOFF,MC,27.715,2.565,1.000,0.240,0.002,0.000
1774363154.746,TAKEOFF,MC,27.838,2.438,1.000,0.240,0.000,0.000
1774363154.797,TAKEOFF,MC,27.972,2.293,1.000,0.240,0.000,0.000
1774363154.847,TRANSITION,MC,28.081,2.174,1.000,0.240,0.000,0.000
1774363154.899,TRANSITION,MC,28.188,2.148,1.000,0.240,0.000,0.000
1774363154.949,TRANSITION,MC,28.322,2.470,1.000,0.240,-0.000,0.000
1774363155.000,TRANSITION,MC,28.444,2.673,1.000,0.240,-0.000,0.000
1774363155.051,TRANSITION,MC,28.565,2.794,1.000,0.240,-0.000,0.000
1774363155.101,TRANSITION,MC,28.698,2.938,1.000,0.240,-0.000,0.000
1774363155.152,TRANSITION,MC,28.803,3.113,1.000,0.240,-0.000,0.000
1774363155.203,TRANSITION,MC,28.899,3.345,1.000,0.240,-0.014,0.000
1774363155.254,TRANSITION,MC,29.001,3.665,1.000,0.240,-0.014,0.000
1774363155.304,TRANSITION,MC,29.085,3.954,1.000,0.240,-0.014,0.000
1774363155.355,TRANSITION,MC,29.160,4.265,1.000,0.240,-0.014,0.000
1774363155.406,TRANSITION,MC,29.239,4.644,1.000,0.240,-0.012,0.000
1774363155.457,TRANSITION,MC,29.302,4.955,1.000,0.240,-0.012,0.000
1774363155.507,TRANSITION,MC,29.359,5.229,1.000,0.240,-0.012,0.000
1774363155.558,TRANSITION,MC,29.419,5.509,1.000,0.240,-0.012,0.000
1774363155.609,TRANSITION,MC,29.465,5.724,1.000,0.240,-0.012,0.000
1774363155.660,TRANSITION,MC,29.506,5.919,1.000,0.240,-0.055,0.000
1774363155.711,TRANSITION,MC,29.554,6.111,1.000,0.240,-0.055,0.000
1774363155.761,TRANSITION,MC,29.593,6.262,1.000,0.240,-0.055,0.000
1774363155.812,TRANSITION,MC,29.628,6.402,1.000,0.240,-0.055,0.000
1774363155.863,TRANSITION,MC,29.665,6.548,1.000,0.240,-0.097,0.000
1774363155.914,TRANSITION,MC,29.693,6.661,1.000,0.240,-0.097,0.000
1774363155.964,TRANSITION,MC,29.719,6.764,1.000,0.240,-0.097,0.000
1774363156.015,TRANSITION,MC,29.746,6.872,1.000,0.240,-0.097,0.000
1774363156.066,TRANSITION,MC,29.768,6.958,1.000,0.240,-0.097,0.000
1774363156.117,TRANSITION,MC,29.791,7.036,1.000,0.240,-0.227,0.000
1774363156.167,TRANSITION,MC,29.816,7.121,1.000,0.240,-0.227,0.000
1774363156.218,TRANSITION,MC,29.835,7.185,1.000,0.240,-0.227,0.000
1774363156.269,TRANSITION,MC,29.852,7.242,1.000,0.240,-0.227,0.000
1774363156.320,TRANSITION,MC,29.869,7.303,1.000,0.240,-0.279,0.000
1774363156.370,TRANSITION,MC,29.882,7.350,1.000,0.240,-0.279,0.000
1774363156.421,TRANSITION,MC,29.892,7.397,1.000,0.240,-0.279,0.000
1774363156.472,TRANSITION,MC,29.904,7.447,1.000,0.240,-0.279,0.000
1774363156.523,TRANSITION,MC,29.916,7.491,1.000,0.240,-0.279,0.000
1774363156.574,TRANSITION,MC,29.927,7.537,1.000,0.240,-0.291,0.000
1774363156.625,TRANSITION,MC,29.936,7.573,1.000,0.240,-0.291,0.000
1774363156.676,TRANSITION,MC,29.943,7.604,1.000,0.240,-0.291,0.000
1774363156.728,TRANSITION,MC,29.950,7.632,1.000,0.240,-0.291,0.000
1774363156.778,TRANSITION,MC,29.955,7.654,1.000,0.240,-0.255,0.000
1774363156.829,TRANSITION,MC,29.960,7.674,1.000,0.240,-0.255,0.000
1774363156.879,TRANSITION,MC,29.966,7.700,1.000,0.240,-0.255,0.000
1774363156.930,TRANSITION,MC,29.971,7.723,1.000,0.240,-0.255,0.000
1774363156.981,TRANSITION,MC,29.977,7.742,1.000,0.240,-0.195,0.000
1774363157.032,TRANSITION,MC,29.982,7.760,1.000,0.240,-0.195,0.000
1774363157.082,TRANSITION,MC,29.986,7.771,1.000,0.240,-0.195,0.000
1774363157.133,TRANSITION,MC,29.989,7.776,1.000,0.240,-0.195,0.000
1774363157.184,TRANSITION,MC,29.993,7.782,1.000,0.240,-0.195,0.000
1774363157.235,TRANSITION,MC,29.996,7.783,1.000,0.240,-0.123,0.000
1774363157.285,TRANSITION,MC,30.000,7.787,1.000,0.240,-0.123,0.000
1774363157.336,TRANSITION,MC,30.007,7.795,1.000,0.240,-0.123,0.000
1774363157.387,TRANSITION,MC,30.012,7.799,1.000,0.240,-0.123,0.000
1774363157.438,TRANSITION,MC,30.018,7.799,1.000,0.240,-0.072,0.000
1774363157.489,TRANSITION,MC,30.022,7.797,1.000,0.240,-0.072,0.000
1774363157.539,TRANSITION,MC,30.025,7.793,1.000,0.240,-0.072,0.000
1774363157.590,TRANSITION,MC,30.029,7.787,1.000,0.240,-0.072,0.000
1774363157.641,TRANSITION,MC,30.032,7.782,1.000,0.240,-0.072,0.000
1774363157.692,TRANSITION,MC,30.037,7.780,1.000,0.240,-0.036,0.000
1774363157.743,TRANSITION,MC,30.043,7.781,1.000,0.240,-0.036,0.000
1774363157.794,TRANSITION,MC,30.048,7.781,1.000,0.240,-0.036,0.000
1774363157.845,TRANSITION,MC,30.052,7.778,1.000,0.240,-0.036,0.000
1774363157.896,TRANSITION,MC,30.056,7.771,1.000,0.240,-0.022,0.000
1774363157.947,TRANSITION,MC,30.059,7.762,1.000,0.240,-0.022,0.000
1774363157.997,TRANSITION,MC,30.061,7.753,1.000,0.240,-0.022,0.000
1774363158.048,TRANSITION,MC,30.063,7.742,1.000,0.240,-0.022,0.000
1774363158.099,TRANSITION,MC,30.068,7.737,1.000,0.240,-0.022,0.000
1774363158.150,TRANSITION,MC,30.073,7.736,1.000,0.240,-0.021,0.000
1774363158.200,TRANSITION,MC,30.078,7.732,1.000,0.240,-0.021,0.000
1774363158.251,TRANSITION,MC,30.082,7.726,1.000,0.240,-0.021,0.000
1774363158.301,TRANSITION,MC,30.084,7.720,1.000,0.240,-0.021,0.000
1774363158.352,TRANSITION,MC,30.087,7.711,1.000,0.240,-0.023,0.000
1774363158.403,TRANSITION,MC,30.089,7.703,1.000,0.240,-0.023,0.000
1774363158.454,TRANSITION,MC,30.090,7.693,1.000,0.240,-0.023,0.000
1774363158.504,TRANSITION,MC,30.095,7.692,1.000,0.240,-0.023,0.000
1774363158.555,TRANSITION,MC,30.098,7.690,1.000,0.240,-0.023,0.000
1774363158.606,TRANSITION,MC,30.101,7.687,1.000,0.240,-0.024,0.000
1774363158.657,TRANSITION,MC,30.103,7.681,1.000,0.240,-0.024,0.000
1774363158.707,TRANSITION,MC,30.104,7.674,1.000,0.240,-0.024,0.000
1774363158.759,TRANSITION,MC,30.105,7.663,1.000,0.240,-0.024,0.000
1774363158.809,TRANSITION,MC,30.105,7.654,1.000,0.240,-0.022,0.000
1774363158.860,TRANSITION,MC,30.104,7.646,1.000,0.240,-0.022,0.000
1774363158.911,TRANSITION,MC,30.108,7.647,1.000,0.240,-0.022,0.000
1774363158.962,TRANSITION,MC,30.111,7.645,1.000,0.240,-0.022,0.000
1774363159.013,TRANSITION,MC,30.114,7.643,1.000,0.240,-0.020,0.000
1774363159.064,TRANSITION,MC,30.115,7.638,1.000,0.240,-0.020,0.000
1774363159.114,TRANSITION,MC,30.116,7.634,1.000,0.240,-0.020,0.000
1774363159.165,TRANSITION,MC,30.116,7.629,1.000,0.240,-0.020,0.000
1774363159.216,TRANSITION,MC,30.116,7.622,1.000,0.240,-0.020,0.000
1774363159.267,TRANSITION,MC,30.115,7.615,1.000,0.240,-0.016,0.000
1774363159.318,TRANSITION,MC,30.118,7.619,1.000,0.240,-0.016,0.000
1774363159.368,TRANSITION,MC,30.121,7.619,1.000,0.240,-0.016,0.000
1774363159.419,TRANSITION,MC,30.122,7.617,1.000,0.240,-0.016,0.000
1774363159.470,TRANSITION,MC,30.122,7.614,1.000,0.240,-0.014,0.000
1774363159.521,TRANSITION,MC,30.122,7.610,1.000,0.240,-0.014,0.000
1774363159.571,TRANSITION,MC,30.121,7.604,1.000,0.240,-0.014,0.000
1774363159.622,TRANSITION,MC,30.120,7.599,1.000,0.240,-0.014,0.000
1774363159.673,TRANSITION,MC,30.119,7.593,1.000,0.240,-0.014,0.000
1774363159.724,TRANSITION,MC,30.122,7.596,1.000,0.240,-0.010,0.000
1774363159.774,TRANSITION,MC,30.125,7.599,1.000,0.240,-0.010,0.000
1774363159.825,TRANSITION,MC,30.127,7.599,1.000,0.240,-0.010,0.000
1774363159.876,TRANSITION,MC,30.127,7.597,1.000,0.240,-0.010,0.000
1774363159.927,TRANSITION,MC,30.127,7.594,1.000,0.240,-0.009,0.000
1774363159.978,TRANSITION,MC,30.126,7.589,1.000,0.240,-0.009,0.000
1774363160.028,TRANSITION,MC,30.125,7.586,1.000,0.240,-0.009,0.000
1774363160.079,TRANSITION,MC,30.125,7.586,1.000,0.240,-0.009,0.000
1774363160.131,TRANSITION,MC,30.127,7.589,1.000,0.240,-0.009,0.000
1774363160.181,TRANSITION,MC,30.128,7.591,1.000,0.240,-0.009,0.000
1774363160.232,TRANSITION,MC,30.129,7.590,1.000,0.240,-0.009,0.000
1774363160.283,TRANSITION,MC,30.128,7.589,1.000,0.240,-0.009,0.000
1774363160.333,TRANSITION,MC,30.127,7.588,1.000,0.240,-0.009,0.000
1774363160.384,TRANSITION,MC,30.126,7.585,1.000,0.240,-0.006,0.000
1774363160.435,TRANSITION,MC,30.123,7.580,1.000,0.240,-0.006,0.000
1774363160.485,TRANSITION,MC,30.122,7.578,1.000,0.240,-0.006,0.000
1774363160.536,TRANSITION,MC,30.123,7.581,1.000,0.240,-0.006,0.000
1774363160.587,TRANSITION,MC,30.124,7.582,1.000,0.240,-0.006,0.000
1774363160.638,TRANSITION,MC,30.123,7.581,1.000,0.240,-0.006,0.000
1774363160.689,TRANSITION,MC,30.122,7.578,1.000,0.240,-0.006,0.000
1774363160.739,TRANSITION,MC,30.121,7.575,1.000,0.240,-0.006,0.000
1774363160.790,TRANSITION,MC,30.119,7.575,1.000,0.240,-0.006,0.000
1774363160.841,TRANSITION,MC,30.117,7.572,1.000,0.240,-0.002,0.000
1774363160.892,TRANSITION,MC,30.116,7.573,1.000,0.240,-0.002,0.000
1774363160.942,TRANSITION,MC,30.118,7.578,1.000,0.240,-0.002,0.000
1774363160.993,TRANSITION,MC,30.118,7.581,1.000,0.240,-0.002,0.000
1774363161.044,TRANSITION,MC,30.118,7.582,1.000,0.240,-0.002,0.000
1774363161.095,TRANSITION,MC,30.117,7.581,1.000,0.240,-0.003,0.000
1774363161.146,TRANSITION,MC,30.115,7.580,1.000,0.240,-0.003,0.000
1774363161.196,TRANSITION,MC,30.112,7.578,1.000,0.240,-0.003,0.000
1774363161.247,TRANSITION,MC,30.110,7.575,1.000,0.240,-0.003,0.000
1774363161.298,TRANSITION,MC,30.110,7.577,1.000,0.240,0.001,0.000
1774363161.349,TRANSITION,MC,30.110,7.579,1.000,0.240,0.001,0.000
1774363161.399,TRANSITION,MC,30.110,7.582,1.000,0.240,0.001,0.000
1774363161.450,TRANSITION,MC,30.109,7.581,1.000,0.240,0.001,0.000
1774363161.501,TRANSITION,MC,30.108,7.581,1.000,0.240,-0.003,0.000
1774363161.552,TRANSITION,MC,30.106,7.581,1.000,0.240,-0.003,0.000
1774363161.602,TRANSITION,MC,30.104,7.579,1.000,0.240,-0.003,0.000
1774363161.653,TRANSITION,MC,30.101,7.578,1.000,0.240,-0.003,0.000
1774363161.704,TRANSITION,MC,30.101,7.580,1.000,0.240,-0.003,0.000
1774363161.755,TRANSITION,MC,30.102,7.580,1.000,0.240,-0.004,0.000
1774363161.805,TRANSITION,MC,30.102,7.582,1.000,0.240,-0.004,0.000
1774363161.856,TRANSITION,MC,30.101,7.582,1.000,0.240,-0.004,0.000
1774363161.907,TRANSITION,MC,30.100,7.583,1.000,0.240,-0.004,0.000
1774363161.958,TRANSITION,MC,30.098,7.582,1.000,0.240,-0.006,0.000
1774363162.008,TRANSITION,MC,30.096,7.581,1.000,0.240,-0.006,0.000
1774363162.059,TRANSITION,MC,30.093,7.579,1.000,0.240,-0.006,0.000
1774363162.110,TRANSITION,MC,30.094,7.581,1.000,0.240,-0.006,0.000
1774363162.161,TRANSITION,MC,30.095,7.580,1.000,0.240,-0.006,0.000
1774363162.212,TRANSITION,MC,30.095,7.580,1.000,0.240,-0.008,0.000
1774363162.262,TRANSITION,MC,30.094,7.579,1.000,0.240,-0.008,0.000
1774363162.313,TRANSITION,MC,30.092,7.578,1.000,0.240,-0.008,0.000
1774363162.364,TRANSITION,MC,30.090,7.578,1.000,0.240,-0.008,0.000
1774363162.414,TRANSITION,MC,30.088,7.577,1.000,0.240,-0.004,0.000
1774363162.465,TRANSITION,MC,30.085,7.576,1.000,0.240,-0.004,0.000
1774363162.516,TRANSITION,MC,30.086,7.576,1.000,0.240,-0.004,0.000
1774363162.567,TRANSITION,MC,30.085,7.577,1.000,0.240,-0.004,0.000
1774363162.618,TRANSITION,MC,30.084,7.576,1.000,0.240,-0.004,0.000
1774363162.669,TRANSITION,MC,30.083,7.575,1.000,0.240,-0.005,0.000
1774363162.719,TRANSITION,MC,30.081,7.574,1.000,0.240,-0.005,0.000
1774363162.770,TRANSITION,MC,30.079,7.573,1.000,0.240,-0.005,0.000
1774363162.821,TRANSITION,MC,30.077,7.571,1.000,0.240,-0.005,0.000
1774363162.872,TRANSITION,MC,30.075,7.570,1.000,0.240,-0.001,0.000
1774363162.922,TRANSITION,MC,30.076,7.572,1.000,0.240,-0.001,0.000
1774363162.973,TRANSITION,MC,30.076,7.575,1.000,0.240,-0.001,0.000
1774363163.024,TRANSITION,MC,30.076,7.575,1.000,0.240,-0.001,0.000
1774363163.075,TRANSITION,MC,30.075,7.576,1.000,0.240,-0.001,0.000
1774363163.125,TRANSITION,MC,30.074,7.577,1.000,0.240,-0.003,0.000
1774363163.176,TRANSITION,MC,30.073,7.577,1.000,0.240,-0.003,0.000
